salesorderid;revisionnumber;orderdate;duedate;shipdate;status;onlineorderflag;purchaseordernumber;accountnumber;customerid;territoryid;shiptoaddressid;creditcardid;subtotal;taxamt;freight;totaldue;comment
48831;8;04-12-2012 0:00;16-12-2012 0:00;11-12-2012 0:00;5;1;NULL;10-4030-020886;20886;10;19878;9947;783;626392;195748;865204;NULL
48832;8;04-12-2012 0:00;16-12-2012 0:00;11-12-2012 0:00;5;1;NULL;10-4030-023418;23418;9;26625;2360;21815625;174525;545391;24106266;NULL
48833;8;04-12-2012 0:00;16-12-2012 0:00;11-12-2012 0:00;5;1;NULL;10-4030-023118;23118;9;22831;4378;21815625;174525;545391;24106266;NULL
48834;8;04-12-2012 0:00;16-12-2012 0:00;11-12-2012 0:00;5;1;NULL;10-4030-026695;26695;4;16295;9427;20714196;1657136;517855;22889187;NULL
48835;8;04-12-2012 0:00;16-12-2012 0:00;11-12-2012 0:00;5;1;NULL;10-4030-021148;21148;6;28364;5393;20490982;1639279;512275;22642536;NULL
48836;8;04-12-2012 0:00;16-12-2012 0:00;11-12-2012 0:00;5;1;NULL;10-4030-013959;13959;9;18766;8405;20490982;1639279;512275;22642536;NULL
48837;8;05-12-2012 0:00;17-12-2012 0:00;12-12-2012 0:00;5;1;NULL;10-4030-023311;23311;9;28091;11292;21815625;174525;545391;24106266;NULL
48838;8;05-12-2012 0:00;17-12-2012 0:00;12-12-2012 0:00;5;1;NULL;10-4030-023409;23409;9;18477;1688;21815625;174525;545391;24106266;NULL
48839;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-016567;16567;8;12017;18035;2443;195468;610838;26999018;NULL
48840;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-017753;17753;10;24243;14011;2443;195468;610838;26999018;NULL
48841;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-017716;17716;7;12872;10171;10004375;80035;250109;11054834;NULL
48842;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-012463;12463;10;27286;18433;20714196;1657136;517855;22889187;NULL
48843;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-015489;15489;1;21319;14237;783;626392;195748;865204;NULL
48844;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-015492;15492;1;28751;18802;783;626392;195748;865204;NULL
48845;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-013620;13620;9;16577;15470;20490982;1639279;512275;22642536;NULL
48846;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-013651;13651;9;25981;4268;20490982;1639279;512275;22642536;NULL
48847;8;06-12-2012 0:00;18-12-2012 0:00;13-12-2012 0:00;5;1;NULL;10-4030-014336;14336;1;25289;9872;10004375;80035;250109;11054834;NULL
48848;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-019424;19424;10;17119;14353;10004375;80035;250109;11054834;NULL
48849;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-028904;28904;7;22952;18653;20490982;1639279;512275;22642536;NULL
48850;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-029361;29361;7;17750;4948;20714196;1657136;517855;22889187;NULL
48851;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-026717;26717;1;29263;15055;20714196;1657136;517855;22889187;NULL
48852;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-015503;15503;1;17423;7735;783;626392;195748;865204;NULL
48853;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-015520;15520;4;22924;9138;783;626392;195748;865204;NULL
48854;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-013643;13643;9;29218;NULL;20714196;1657136;517855;22889187;NULL
48855;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-013955;13955;9;14145;846;20714196;1657136;517855;22889187;NULL
48856;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-013967;13967;9;14701;11574;20490982;1639279;512275;22642536;NULL
48857;8;07-12-2012 0:00;19-12-2012 0:00;14-12-2012 0:00;5;1;NULL;10-4030-026652;26652;9;19919;15242;783;626392;195748;865204;NULL
48858;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-015455;15455;7;25332;12576;2443;195468;610838;26999018;NULL
48859;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-016603;16603;8;12412;18914;21815625;174525;545391;24106266;NULL
48860;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-013849;13849;1;13039;15271;21815625;174525;545391;24106266;NULL
48861;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-026786;26786;4;13326;10107;20714196;1657136;517855;22889187;NULL
48862;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-026805;26805;4;18203;14788;20714196;1657136;517855;22889187;NULL
48863;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-026718;26718;4;22858;7855;20714196;1657136;517855;22889187;NULL
48864;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-013964;13964;9;20490;15809;20714196;1657136;517855;22889187;NULL
48865;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-024924;24924;9;14128;17983;10004375;80035;250109;11054834;NULL
48866;8;08-12-2012 0:00;20-12-2012 0:00;15-12-2012 0:00;5;1;NULL;10-4030-013527;13527;9;17521;12293;20490982;1639279;512275;22642536;NULL
48867;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-015451;15451;7;22877;12486;21815625;174525;545391;24106266;NULL
48868;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-019320;19320;7;26346;7922;783;626392;195748;865204;NULL
48869;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-023314;23314;9;11816;6060;21815625;174525;545391;24106266;NULL
48870;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-023316;23316;9;24837;18776;21815625;174525;545391;24106266;NULL
48871;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-020736;20736;6;11800;6771;20490982;1639279;512275;22642536;NULL
48872;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-015483;15483;4;19900;3658;783;626392;195748;865204;NULL
48873;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-015499;15499;1;26281;2841;783;626392;195748;865204;NULL
48874;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-013970;13970;9;20722;7905;20490982;1639279;512275;22642536;NULL
48875;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-024922;24922;9;26389;5793;10004375;80035;250109;11054834;NULL
48876;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-026588;26588;9;11585;12849;783;626392;195748;865204;NULL
48877;8;09-12-2012 0:00;21-12-2012 0:00;16-12-2012 0:00;5;1;NULL;10-4030-026657;26657;9;22995;9354;783;626392;195748;865204;NULL
48878;8;10-12-2012 0:00;22-12-2012 0:00;17-12-2012 0:00;5;1;NULL;10-4030-017715;17715;10;21941;14611;21815625;174525;545391;24106266;NULL
48879;8;10-12-2012 0:00;22-12-2012 0:00;17-12-2012 0:00;5;1;NULL;10-4030-012526;12526;10;18089;3426;20490982;1639279;512275;22642536;NULL
48880;8;10-12-2012 0:00;22-12-2012 0:00;17-12-2012 0:00;5;1;NULL;10-4030-013746;13746;4;27424;15542;2443;195468;610838;26999018;NULL
48881;8;10-12-2012 0:00;22-12-2012 0:00;17-12-2012 0:00;5;1;NULL;10-4030-023324;23324;9;17875;6578;21815625;174525;545391;24106266;NULL
48882;8;10-12-2012 0:00;22-12-2012 0:00;17-12-2012 0:00;5;1;NULL;10-4030-026801;26801;4;22756;5069;20490982;1639279;512275;22642536;NULL
48883;8;10-12-2012 0:00;22-12-2012 0:00;17-12-2012 0:00;5;1;NULL;10-4030-013528;13528;9;16211;11749;20714196;1657136;517855;22889187;NULL
48884;8;10-12-2012 0:00;22-12-2012 0:00;17-12-2012 0:00;5;1;NULL;10-4030-024921;24921;9;27358;2037;10004375;80035;250109;11054834;NULL
48885;8;11-12-2012 0:00;23-12-2012 0:00;18-12-2012 0:00;5;1;NULL;10-4030-017755;17755;10;17566;341;21815625;174525;545391;24106266;NULL
48886;8;11-12-2012 0:00;23-12-2012 0:00;18-12-2012 0:00;5;1;NULL;10-4030-012473;12473;10;16853;17980;20714196;1657136;517855;22889187;NULL
48887;8;11-12-2012 0:00;23-12-2012 0:00;18-12-2012 0:00;5;1;NULL;10-4030-026811;26811;4;24597;6015;20714196;1657136;517855;22889187;NULL
48888;8;11-12-2012 0:00;23-12-2012 0:00;18-12-2012 0:00;5;1;NULL;10-4030-015482;15482;4;15089;2857;783;626392;195748;865204;NULL
48889;8;11-12-2012 0:00;23-12-2012 0:00;18-12-2012 0:00;5;1;NULL;10-4030-026711;26711;4;16362;11515;20490982;1639279;512275;22642536;NULL
48890;8;11-12-2012 0:00;23-12-2012 0:00;18-12-2012 0:00;5;1;NULL;10-4030-013618;13618;9;19339;9161;20490982;1639279;512275;22642536;NULL
48891;8;11-12-2012 0:00;23-12-2012 0:00;18-12-2012 0:00;5;1;NULL;10-4030-013650;13650;9;14587;16895;20490982;1639279;512275;22642536;NULL
48892;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-017714;17714;7;23099;15065;10004375;80035;250109;11054834;NULL
48893;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-017772;17772;10;14249;9577;21815625;174525;545391;24106266;NULL
48894;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-019034;19034;8;19477;11865;10004375;80035;250109;11054834;NULL
48895;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-019418;19418;10;26895;17761;10004375;80035;250109;11054834;NULL
48896;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-017632;17632;10;24736;5392;21815625;174525;545391;24106266;NULL
48897;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-016540;16540;8;15787;3543;21815625;174525;545391;24106266;NULL
48898;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-013856;13856;4;13780;17450;21815625;174525;545391;24106266;NULL
48899;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-023313;23313;9;29567;NULL;21815625;174525;545391;24106266;NULL
48900;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-026734;26734;1;29832;NULL;20490982;1639279;512275;22642536;NULL
48901;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-013960;13960;9;21492;4070;20714196;1657136;517855;22889187;NULL
48902;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-013966;13966;9;19294;17575;20490982;1639279;512275;22642536;NULL
48903;8;12-12-2012 0:00;24-12-2012 0:00;19-12-2012 0:00;5;1;NULL;10-4030-026653;26653;9;20022;11860;783;626392;195748;865204;NULL
48904;8;13-12-2012 0:00;25-12-2012 0:00;20-12-2012 0:00;5;1;NULL;10-4030-012492;12492;10;16205;17518;20490982;1639279;512275;22642536;NULL
48905;8;13-12-2012 0:00;25-12-2012 0:00;20-12-2012 0:00;5;1;NULL;10-4030-026814;26814;1;26126;10734;20490982;1639279;512275;22642536;NULL
48906;8;13-12-2012 0:00;25-12-2012 0:00;20-12-2012 0:00;5;1;NULL;10-4030-026705;26705;4;14316;4874;20714196;1657136;517855;22889187;NULL
48907;8;13-12-2012 0:00;25-12-2012 0:00;20-12-2012 0:00;5;1;NULL;10-4030-026727;26727;1;26494;2971;20490982;1639279;512275;22642536;NULL
48908;8;13-12-2012 0:00;25-12-2012 0:00;20-12-2012 0:00;5;1;NULL;10-4030-013626;13626;9;24968;15868;20490982;1639279;512275;22642536;NULL
48909;8;13-12-2012 0:00;25-12-2012 0:00;20-12-2012 0:00;5;1;NULL;10-4030-013953;13953;9;22965;3216;20714196;1657136;517855;22889187;NULL
48910;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-016587;16587;8;27662;6902;21815625;174525;545391;24106266;NULL
48911;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-020880;20880;10;11610;5335;783;626392;195748;865204;NULL
48912;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-020841;20841;8;27469;4467;783;626392;195748;865204;NULL
48913;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-023412;23412;9;22525;11621;2443;195468;610838;26999018;NULL
48914;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-026735;26735;1;20380;18589;20714196;1657136;517855;22889187;NULL
48915;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-015481;15481;4;11458;11890;783;626392;195748;865204;NULL
48916;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-013616;13616;9;23631;12864;20490982;1639279;512275;22642536;NULL
48917;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-013636;13636;9;11966;13443;20714196;1657136;517855;22889187;NULL
48918;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-013638;13638;9;27733;3213;20490982;1639279;512275;22642536;NULL
48919;8;14-12-2012 0:00;26-12-2012 0:00;21-12-2012 0:00;5;1;NULL;10-4030-026658;26658;9;14682;1665;783;626392;195748;865204;NULL
48920;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-012275;12275;8;12177;1145;20714196;1657136;517855;22889187;NULL
48921;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-012560;12560;10;14801;17054;20490982;1639279;512275;22642536;NULL
48922;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-015095;15095;7;13738;6103;2443;195468;610838;26999018;NULL
48923;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-014298;14298;4;29724;NULL;10004375;80035;250109;11054834;NULL
48924;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-026040;26040;6;16492;1018;2443;195468;610838;26999018;NULL
48925;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-015480;15480;4;25343;5833;783;626392;195748;865204;NULL
48926;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-023117;23117;9;19951;3678;21815625;174525;545391;24106266;NULL
48927;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-026703;26703;1;12790;8985;20490982;1639279;512275;22642536;NULL
48928;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-015502;15502;1;23921;14855;783;626392;195748;865204;NULL
48929;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-013526;13526;9;26441;10249;20714196;1657136;517855;22889187;NULL
48930;8;15-12-2012 0:00;27-12-2012 0:00;22-12-2012 0:00;5;1;NULL;10-4030-015086;15086;7;15180;1169;21815625;174525;545391;24106266;NULL
48931;8;16-12-2012 0:00;28-12-2012 0:00;23-12-2012 0:00;5;1;NULL;10-4030-019382;19382;10;25984;7541;10004375;80035;250109;11054834;NULL
48932;8;16-12-2012 0:00;28-12-2012 0:00;23-12-2012 0:00;5;1;NULL;10-4030-014297;14297;4;29699;NULL;10004375;80035;250109;11054834;NULL
48933;8;16-12-2012 0:00;28-12-2012 0:00;23-12-2012 0:00;5;1;NULL;10-4030-026694;26694;1;14530;10083;20490982;1639279;512275;22642536;NULL
48934;8;16-12-2012 0:00;28-12-2012 0:00;23-12-2012 0:00;5;1;NULL;10-4030-026710;26710;4;19297;19136;20714196;1657136;517855;22889187;NULL
48935;8;16-12-2012 0:00;28-12-2012 0:00;23-12-2012 0:00;5;1;NULL;10-4030-015518;15518;4;22869;16416;783;626392;195748;865204;NULL
48936;8;16-12-2012 0:00;28-12-2012 0:00;23-12-2012 0:00;5;1;NULL;10-4030-013644;13644;9;18647;15936;20714196;1657136;517855;22889187;NULL
48937;8;16-12-2012 0:00;28-12-2012 0:00;23-12-2012 0:00;5;1;NULL;10-4030-013529;13529;9;24641;2922;20714196;1657136;517855;22889187;NULL
48938;8;17-12-2012 0:00;29-12-2012 0:00;24-12-2012 0:00;5;1;NULL;10-4030-017720;17720;10;18834;15723;21815625;174525;545391;24106266;NULL
48939;8;17-12-2012 0:00;29-12-2012 0:00;24-12-2012 0:00;5;1;NULL;10-4030-015462;15462;7;26278;3771;2443;195468;610838;26999018;NULL
48940;8;17-12-2012 0:00;29-12-2012 0:00;24-12-2012 0:00;5;1;NULL;10-4030-020835;20835;8;20334;5248;783;626392;195748;865204;NULL
48941;8;17-12-2012 0:00;29-12-2012 0:00;24-12-2012 0:00;5;1;NULL;10-4030-026013;26013;6;20877;4296;2443;195468;610838;26999018;NULL
48942;8;17-12-2012 0:00;29-12-2012 0:00;24-12-2012 0:00;5;1;NULL;10-4030-026728;26728;4;25038;15307;20490982;1639279;512275;22642536;NULL
48943;8;17-12-2012 0:00;29-12-2012 0:00;24-12-2012 0:00;5;1;NULL;10-4030-013973;13973;9;26363;14264;20714196;1657136;517855;22889187;NULL
48944;8;17-12-2012 0:00;29-12-2012 0:00;24-12-2012 0:00;5;1;NULL;10-4030-025010;25010;9;25545;4042;10004375;80035;250109;11054834;NULL
48945;8;18-12-2012 0:00;30-12-2012 0:00;25-12-2012 0:00;5;1;NULL;10-4030-017644;17644;10;19343;10650;2443;195468;610838;26999018;NULL
48946;8;18-12-2012 0:00;30-12-2012 0:00;25-12-2012 0:00;5;1;NULL;10-4030-026725;26725;1;21060;1817;20490982;1639279;512275;22642536;NULL
48947;8;18-12-2012 0:00;30-12-2012 0:00;25-12-2012 0:00;5;1;NULL;10-4030-013957;13957;9;19699;4346;20714196;1657136;517855;22889187;NULL
48948;8;18-12-2012 0:00;30-12-2012 0:00;25-12-2012 0:00;5;1;NULL;10-4030-013974;13974;9;25264;18679;20714196;1657136;517855;22889187;NULL
48949;8;18-12-2012 0:00;30-12-2012 0:00;25-12-2012 0:00;5;1;NULL;10-4030-026591;26591;9;14826;15818;783;626392;195748;865204;NULL
48950;8;19-12-2012 0:00;31-12-2012 0:00;26-12-2012 0:00;5;1;NULL;10-4030-012486;12486;10;11527;14904;20490982;1639279;512275;22642536;NULL
48951;8;19-12-2012 0:00;31-12-2012 0:00;26-12-2012 0:00;5;1;NULL;10-4030-029388;29388;7;18216;6379;20714196;1657136;517855;22889187;NULL
48952;8;19-12-2012 0:00;31-12-2012 0:00;26-12-2012 0:00;5;1;NULL;10-4030-015093;15093;7;26159;9337;2443;195468;610838;26999018;NULL
48953;8;19-12-2012 0:00;31-12-2012 0:00;26-12-2012 0:00;5;1;NULL;10-4030-023413;23413;9;11739;13701;2443;195468;610838;26999018;NULL
48954;8;19-12-2012 0:00;31-12-2012 0:00;26-12-2012 0:00;5;1;NULL;10-4030-026724;26724;1;18384;17977;20490982;1639279;512275;22642536;NULL
48955;8;19-12-2012 0:00;31-12-2012 0:00;26-12-2012 0:00;5;1;NULL;10-4030-013645;13645;9;14521;6568;20490982;1639279;512275;22642536;NULL
48956;8;19-12-2012 0:00;31-12-2012 0:00;26-12-2012 0:00;5;1;NULL;10-4030-013968;13968;9;12463;9056;20714196;1657136;517855;22889187;NULL
48957;8;20-12-2012 0:00;01-01-2013 0:00;27-12-2012 0:00;5;1;NULL;10-4030-020836;20836;8;13051;11895;783;626392;195748;865204;NULL
48958;8;20-12-2012 0:00;01-01-2013 0:00;27-12-2012 0:00;5;1;NULL;10-4030-023310;23310;9;11889;1616;21815625;174525;545391;24106266;NULL
48959;8;20-12-2012 0:00;01-01-2013 0:00;27-12-2012 0:00;5;1;NULL;10-4030-023417;23417;9;17006;6846;21815625;174525;545391;24106266;NULL
48960;8;20-12-2012 0:00;01-01-2013 0:00;27-12-2012 0:00;5;1;NULL;10-4030-026726;26726;1;17957;18705;20714196;1657136;517855;22889187;NULL
48961;8;20-12-2012 0:00;01-01-2013 0:00;27-12-2012 0:00;5;1;NULL;10-4030-013619;13619;9;19034;9733;20490982;1639279;512275;22642536;NULL
48962;8;20-12-2012 0:00;01-01-2013 0:00;27-12-2012 0:00;5;1;NULL;10-4030-013649;13649;9;18977;11373;20490982;1639279;512275;22642536;NULL
48963;8;20-12-2012 0:00;01-01-2013 0:00;27-12-2012 0:00;5;1;NULL;10-4030-025011;25011;9;21219;8612;10004375;80035;250109;11054834;NULL
48964;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-016824;16824;8;24032;12113;21815625;174525;545391;24106266;NULL
48965;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-019030;19030;8;12892;5851;10004375;80035;250109;11054834;NULL
48966;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-017639;17639;10;11664;8097;21815625;174525;545391;24106266;NULL
48967;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-014292;14292;4;11552;17744;10004375;80035;250109;11054834;NULL
48968;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-013742;13742;1;15730;3683;21815625;174525;545391;24106266;NULL
48969;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-023320;23320;9;24194;13418;21815625;174525;545391;24106266;NULL
48970;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-026529;26529;6;20456;8758;10004375;80035;250109;11054834;NULL
48971;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-013625;13625;9;25247;15665;20490982;1639279;512275;22642536;NULL
48972;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-013629;13629;9;12520;16011;20490982;1639279;512275;22642536;NULL
48973;8;21-12-2012 0:00;02-01-2013 0:00;28-12-2012 0:00;5;1;NULL;10-4030-026656;26656;9;19925;4448;783;626392;195748;865204;NULL
48974;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-017717;17717;10;13020;9537;21815625;174525;545391;24106266;NULL
48975;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-017739;17739;7;22542;1100;10004375;80035;250109;11054834;NULL
48976;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-012404;12404;10;26464;11502;20714196;1657136;517855;22889187;NULL
48977;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-020842;20842;8;15826;891;783;626392;195748;865204;NULL
48978;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-014290;14290;1;26728;3931;10004375;80035;250109;11054834;NULL
48979;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-013855;13855;4;21705;16184;21815625;174525;545391;24106266;NULL
48980;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-023322;23322;9;27175;3703;2443;195468;610838;26999018;NULL
48981;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-023348;23348;9;11675;14416;2443;195468;610838;26999018;NULL
48982;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-015484;15484;4;15026;567;783;626392;195748;865204;NULL
48983;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-015500;15500;4;29628;NULL;783;626392;195748;865204;NULL
48984;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-013632;13632;9;15218;17626;20714196;1657136;517855;22889187;NULL
48985;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-013646;13646;9;26313;13068;20490982;1639279;512275;22642536;NULL
48986;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-026651;26651;9;11618;1485;783;626392;195748;865204;NULL
48987;8;22-12-2012 0:00;03-01-2013 0:00;29-12-2012 0:00;5;1;NULL;10-4030-026655;26655;9;11790;15899;783;626392;195748;865204;NULL
48988;8;23-12-2012 0:00;04-01-2013 0:00;30-12-2012 0:00;5;1;NULL;10-4030-016565;16565;8;29588;NULL;2443;195468;610838;26999018;NULL
48989;8;23-12-2012 0:00;04-01-2013 0:00;30-12-2012 0:00;5;1;NULL;10-4030-029364;29364;7;23497;7032;20490982;1639279;512275;22642536;NULL
48990;8;23-12-2012 0:00;04-01-2013 0:00;30-12-2012 0:00;5;1;NULL;10-4030-012559;12559;10;17038;10549;20490982;1639279;512275;22642536;NULL
48991;8;23-12-2012 0:00;04-01-2013 0:00;30-12-2012 0:00;5;1;NULL;10-4030-012291;12291;8;24957;19109;20714196;1657136;517855;22889187;NULL
48992;8;23-12-2012 0:00;04-01-2013 0:00;30-12-2012 0:00;5;1;NULL;10-4030-013862;13862;4;27995;3314;21815625;174525;545391;24106266;NULL
48993;8;23-12-2012 0:00;04-01-2013 0:00;30-12-2012 0:00;5;1;NULL;10-4030-023410;23410;9;26942;17899;21815625;174525;545391;24106266;NULL
48994;8;23-12-2012 0:00;04-01-2013 0:00;30-12-2012 0:00;5;1;NULL;10-4030-015506;15506;4;23299;15778;783;626392;195748;865204;NULL
48995;8;24-12-2012 0:00;05-01-2013 0:00;31-12-2012 0:00;5;1;NULL;10-4030-028885;28885;7;12102;8873;20714196;1657136;517855;22889187;NULL
48996;8;24-12-2012 0:00;05-01-2013 0:00;31-12-2012 0:00;5;1;NULL;10-4030-014334;14334;1;24156;5655;10004375;80035;250109;11054834;NULL
48997;8;24-12-2012 0:00;05-01-2013 0:00;31-12-2012 0:00;5;1;NULL;10-4030-013854;13854;4;24626;3009;2443;195468;610838;26999018;NULL
